Year,State,Folder Path,Filename
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-003.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-012.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-057.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-007.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-088.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-041.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-094.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-038.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-034.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-043.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-096.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-009.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-053.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-093.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-006.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-090.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-035.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-056.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-055.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-095.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-036.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-045.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-177.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-068.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-002.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-091.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-054.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-039.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-037.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-044.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-040.pdf
2014,KA,data/PDFs/Karnataka/Lok Sabha Election 2014,F20-089.pdf
