Year,State,Folder Path,Filename
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_112.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_109.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_203.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_169.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_194.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_208.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_286.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_173.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_110.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_026.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_227.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_152.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_049.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_176.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_210.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_133.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_150.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_267.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_012.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_038.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_232.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_017.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_287.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_268.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_073.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_006.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_166.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_089.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_244.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_229.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_016.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_188.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_074.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_235.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_192.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_216.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_181.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_084.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_200.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_131.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_064.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_055.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_041.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_234.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_214.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_261.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_013.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_160.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_058.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_061.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_008.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_197.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_201.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_071.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_099.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_093.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_264.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_075.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_266.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_199.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_240.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_213.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_165.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_111.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_119.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_108.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_185.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_094.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_247.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_144.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_172.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_127.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_062.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_245.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_262.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_096.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_154.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_066.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_174.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_212.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_260.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_207.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_257.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_265.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_228.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_092.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_050.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_183.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_271.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_146.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_256.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_076.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_128.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_272.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_187.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_219.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_215.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_276.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_263.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_167.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_191.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_033.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_009.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_233.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_204.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_059.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_241.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_158.pdf
2019,MH,data/PDFs/Maharastra/Assembly Election 2019,AC_252.pdf
